JD,flux,obs
 2450720.3220000001601875,      0.9638294,Herbst99
 2450723.3089999998919666,      1.0185910,Herbst99
 2450725.2629999998025596,      1.0280163,Herbst99
 2450727.4029999999329448,      1.0000000,Herbst99
 2450728.2549999998882413,      1.0092533,Herbst99
 2450731.2220000000670552,      0.9638294,Herbst99
 2450732.1919999998062849,      0.9289672,Herbst99
 2450733.2030000002123415,      0.9727480,Herbst99
 2450734.3020000001415610,      0.9375622,Herbst99
 2450737.1860000002197921,      1.0665957,Herbst99
 2450740.1929999999701977,      0.9462367,Herbst99
 2450744.2129999999888241,      0.9638294,Herbst99
 2450745.1979999998584390,      0.9908326,Herbst99
 2450753.2050000000745058,      1.0280163,Herbst99
 2450791.1460000001825392,      1.0185910,Herbst99
 2450801.4300000001676381,      0.9120119,AAVSO
 2450803.2400000002235174,      0.9120119,AAVSO
 2450804.3399999998509884,      0.2754229,AAVSO
 2450825.1800000001676381,      0.9120119,AAVSO
 2450842.3199999998323619,      1.0000000,AAVSO
 2450846.2400000002235174,      1.0000000,AAVSO
 2450851.2299999999813735,      1.2022655,AAVSO
 2450855.2200000002048910,      1.3182578,AAVSO
 2450856.2000000001862645,      1.3182578,AAVSO
 2450861.2299999999813735,      1.2022655,AAVSO
 2450862.2200000002048910,      1.0000000,AAVSO
 2450867.2200000002048910,      1.0000000,AAVSO
 2450873.2299999999813735,      1.0964793,AAVSO
 2450875.2200000002048910,      0.9120119,AAVSO
 2450876.2200000002048910,      1.0000000,AAVSO
 2450879.2400000002235174,      1.0000000,AAVSO
 2450883.2299999999813735,      0.9120119,AAVSO
 2450884.2299999999813735,      1.0964793,AAVSO
 2451031.4599999999627471,      1.4454408,AAVSO
 2451032.4399999999441206,      1.2022642,AAVSO
 2451043.4700000002048910,      1.0000000,AAVSO
 2451049.3900000001303852,      1.0000000,AAVSO
 2451050.4100000001490116,      0.9120119,AAVSO
 2451052.3900000001303852,      0.6918312,AAVSO
 2451053.5099999997764826,      1.2022642,AAVSO
 2451055.4300000001676381,      1.0000000,AAVSO
 2451406.4799999999813735,      0.9120119,AAVSO
 2451409.4700000002048910,      0.9120119,AAVSO
 2451413.4300000001676381,      1.0000000,AAVSO
 2451415.4599999999627471,      1.0000000,AAVSO
 2451416.5499999998137355,      1.0000000,AAVSO
 2451421.4399999999441206,      1.0000000,AAVSO
 2451425.5600000000558794,      1.0000000,AAVSO
 2451429.4399999999441206,      1.0000000,AAVSO
 2451430.3999999999068677,      1.0000000,AAVSO
 2451432.5200000000186265,      1.0000000,AAVSO
 2451433.4199999999254942,      1.0000000,AAVSO
 2451434.3999999999068677,      0.2754229,AAVSO
 2451434.5600000000558794,      0.5248078,AAVSO
 2451435.5400000000372529,      1.0964792,AAVSO
 2451436.5400000000372529,      1.0000000,AAVSO
 2451437.5299999997951090,      1.0964792,AAVSO
 2451440.3300000000745058,      1.0964792,AAVSO
 2451447.5299999997951090,      1.0000000,AAVSO
 2451462.3100000000558794,      1.0000000,AAVSO
 2451468.3199999998323619,      1.0000000,AAVSO
 2451479.2999999998137355,      1.0000000,AAVSO
 2451481.3399999998509884,      1.0964792,AAVSO
 2451484.2500000000000000,      1.0000000,AAVSO
 2451485.2400000002235174,      1.0000000,AAVSO
 2451493.2099999999627471,      1.0000000,AAVSO
 2451509.2599999997764826,      1.0000000,AAVSO
 2451513.1699999999254942,      1.0000000,AAVSO
 2451515.2200000002048910,      1.0000000,AAVSO
 2451521.3100000000558794,      1.0964792,AAVSO
 2451534.2799999997951090,      1.0000000,AAVSO
 2451549.1299999998882413,      1.0000000,AAVSO
 2451568.1800000001676381,      1.0000000,AAVSO
 2451783.5400000000372529,      0.9120119,AAVSO
 2451785.5499999998137355,      1.0000000,AAVSO
 2451789.4399999999441206,      1.0000000,AAVSO
 2451790.4599999999627471,      1.0000000,AAVSO
 2451794.5499999998137355,      1.0000000,AAVSO
 2451797.3999999999068677,      0.8317639,AAVSO
 2451799.5400000000372529,      1.0000000,AAVSO
 2451801.5499999998137355,      0.9120119,AAVSO
 2451802.5299999997951090,      1.0000000,AAVSO
 2451804.5499999998137355,      0.9120119,AAVSO
 2451805.5499999998137355,      1.0000000,AAVSO
 2451811.5400000000372529,      1.0000000,AAVSO
 2451813.3500000000931323,      1.0000000,AAVSO
 2451814.4199999999254942,      1.0000000,AAVSO
 2451815.4199999999254942,      1.0000000,AAVSO
 2451816.5099999997764826,      1.0000000,AAVSO
 2451818.5099999997764826,      0.9120119,AAVSO
 2451819.5099999997764826,      1.0964793,AAVSO
 2451824.3700000001117587,      0.9120119,AAVSO
 2451840.4399999999441206,      0.9120119,AAVSO
 2451954.2829999998211861,      0.6309576,AAVSO
 2451954.2889000000432134,      0.9120119,AAVSO
 2451955.2582999998703599,      0.9120119,AAVSO
 2451956.2740000002086163,      1.0000000,AAVSO
 2451959.2688000001944602,      0.9120119,AAVSO
 2451959.2850000001490116,      1.0000000,AAVSO
 2451964.2740000002086163,      0.9120119,AAVSO
 2451965.2659999998286366,      0.8317639,AAVSO
 2451965.2799999997951090,      0.9120119,AAVSO
 2451968.2610999997705221,      1.0000000,AAVSO
 2452123.5534999999217689,      1.0000000,AAVSO
 2452133.4604000002145767,      1.0000000,AAVSO
 2452133.4992999997921288,      1.0000000,AAVSO
 2452136.4514000001363456,      1.0000000,AAVSO
 2452136.4646000000648201,      1.0000000,AAVSO
 2452137.4667000002227724,      1.0000000,AAVSO
 2452138.4742999998852611,      1.0000000,AAVSO
 2452142.4500000001862645,      1.0000000,AAVSO
 2452143.4207999999634922,      1.0000000,AAVSO
 2452144.4728999999351799,      1.0000000,AAVSO
 2452147.4396000001579523,      1.0000000,AAVSO
 2452148.4347000000998378,      1.0000000,AAVSO
 2452149.4610999999567866,      1.0000000,AAVSO
 2452151.4221999999135733,      1.0000000,AAVSO
 2452151.4950999999418855,      0.9120100,AAVSO
 2452161.4089999999850988,      1.0000000,AAVSO
 2452171.4660000000149012,      1.0000000,AAVSO
 2452172.4306000000797212,      0.9120100,AAVSO
 2452175.4931000000797212,      1.0000000,AAVSO
 2452176.3840000000782311,      1.0000000,AAVSO
 2452178.3728999998420477,      1.0000000,AAVSO
 2452180.3667000001296401,      1.0000000,AAVSO
 2452189.4575999998487532,      1.0000000,AAVSO
 2452191.3742999997921288,      0.9120100,AAVSO
 2452192.3569000000134110,      0.9120100,AAVSO
 2452193.3138999999500811,      0.9120100,AAVSO
 2452194.4082999997772276,      1.0000000,AAVSO
 2452202.2500000000000000,      1.0964770,AAVSO
 2452204.3319000001065433,      1.0000000,AAVSO
 2452205.2299999999813735,      1.0000000,AAVSO
 2452206.3298999997787178,      1.0000000,AAVSO
 2452207.3736000000499189,      1.0000000,AAVSO
 2452212.2200000002048910,      1.0000000,AAVSO
 2452218.3235999997705221,      1.0000000,AAVSO
 2452219.3590000001713634,      1.0000000,AAVSO
 2452223.3700999999418855,      1.0000000,AAVSO
 2452224.3250000001862645,      1.0000000,AAVSO
 2452228.4152999999932945,      1.2022643,AAVSO
 2452229.3708000001497567,      1.0000000,AAVSO
 2452236.3714999998919666,      1.0000000,AAVSO
 2452308.2610999997705221,      0.9120100,AAVSO
 2452308.2798999999649823,      1.0000000,AAVSO
 2452311.3235999997705221,      1.0000000,AAVSO
 2452315.3742999997921288,      1.0000000,AAVSO
 2452320.3042000001296401,      1.2022643,AAVSO
 2452321.2590000000782311,      1.0000000,AAVSO
 2452321.3103999998420477,      1.2022643,AAVSO
 2452322.2722000000067055,      1.0000000,AAVSO
 2452322.2902999999932945,      1.2022643,AAVSO
 2452323.2965000001713634,      1.2022643,AAVSO
 2452324.2875000000931323,      1.0964770,AAVSO
 2452329.3020999999716878,      1.0964770,AAVSO
 2452333.2985999998636544,      1.0964770,AAVSO
 2452334.3097000000998378,      1.0000000,AAVSO
 2452335.2916999999433756,      1.0000000,AAVSO
 2452343.2861000001430511,      1.0000000,AAVSO
 2452497.3999999999068677,      1.0000000,AAVSO
 2452497.5153000000864267,      1.0000000,AAVSO
 2452500.4035000000149012,      1.0000000,AAVSO
 2452501.4438000000081956,      1.0000000,AAVSO
 2452502.3785000001080334,      1.0000000,AAVSO
 2452504.4589999997988343,      1.0000000,AAVSO
 2452506.4100000001490116,      1.0964793,AAVSO
 2452509.3999999999068677,      1.0964793,AAVSO
 2452516.4201000002212822,      1.0000000,AAVSO
 2452517.4382000002078712,      0.9120119,AAVSO
 2452518.4160000002011657,      0.9120119,AAVSO
 2452519.3799999998882413,      1.0964793,AAVSO
 2452519.4278000001795590,      0.9120119,AAVSO
 2452520.3599999998696148,      1.0000000,AAVSO
 2452520.4229000001214445,      1.0000000,AAVSO
 2452521.3599999998696148,      1.0000000,AAVSO
 2452521.4201000002212822,      1.0000000,AAVSO
 2452522.4188000001013279,      1.0000000,AAVSO
 2452524.3964999997988343,      1.0000000,AAVSO
 2452527.3938000001944602,      1.0000000,AAVSO
 2452528.4076000000350177,      1.0000000,AAVSO
 2452530.3993000001646578,      1.0000000,AAVSO
 2452530.5200000000186265,      1.0000000,AAVSO
 2452531.3791999998502433,      1.0000000,AAVSO
 2452533.4021000000648201,      1.0000000,AAVSO
 2452540.3791999998502433,      1.0000000,AAVSO
 2452541.3993000001646578,      1.0000000,AAVSO
 2452542.3791999998502433,      1.0000000,AAVSO
 2452544.4399999999441206,      0.8317639,AAVSO
 2452545.4353999998420477,      1.0000000,AAVSO
 2452546.3950999998487532,      1.0000000,AAVSO
 2452547.3639000002294779,      1.0000000,AAVSO
 2452548.3700999999418855,      0.9120119,AAVSO
 2452580.6313000000081956,      0.9120119,AAVSO
 2452582.3354000002145767,      0.8317639,AAVSO
 2452583.4563000001944602,      0.8317639,AAVSO
 2452586.4035000000149012,      0.8317639,AAVSO
 2452588.3805999998003244,      1.0000000,AAVSO
 2452590.2785000000149012,      0.8317639,AAVSO
 2452591.4298999998718500,      1.0964793,AAVSO
 2452593.3563000001013279,      1.0000000,AAVSO
 2452600.3846999998204410,      1.0000000,AAVSO
 2452601.2902999999932945,      1.0000000,AAVSO
 2452603.2993000000715256,      1.0000000,AAVSO
 2452608.3388999998569489,      1.0000000,AAVSO
 2452610.3506999998353422,      0.8317639,AAVSO
 2452614.3325999998487532,      1.0000000,AAVSO
 2452617.3396000000648201,      1.0000000,AAVSO
 2452618.3075999999418855,      1.0964793,AAVSO
 2452619.3278000000864267,      1.0000000,AAVSO
 2452620.2771000000648201,      1.0964793,AAVSO
 2452625.5408299998380244,      1.0539014,ASAS
 2452627.2722000000067055,      1.0000000,AAVSO
 2452628.5576499998569489,      1.0000000,ASAS
 2452634.4111000001430511,      1.0000000,AAVSO
 2452635.3207999998703599,      1.0000000,AAVSO
 2452636.5457999999634922,      0.9908316,ASAS
 2452639.5436399998143315,      0.3812411,ASAS
 2452642.3736000000499189,      1.0000000,AAVSO
 2452642.5367000000551343,      0.8847076,ASAS
 2452644.3256999999284744,      1.0000000,AAVSO
 2452645.3305999999865890,      1.0000000,AAVSO
 2452648.3180999998003244,      1.2022655,AAVSO
 2452649.2979000001214445,      1.0964793,AAVSO
 2452650.3097000000998378,      1.0000000,AAVSO
 2452655.3624999998137355,      1.0000000,AAVSO
 2452656.3382000001147389,      1.0000000,AAVSO
 2452659.2486000000499189,      1.0000000,AAVSO
 2452661.3242999999783933,      1.0000000,AAVSO
 2452663.3160000001080334,      1.0964793,AAVSO
 2452664.3117999997921288,      1.0964793,AAVSO
 2452665.3007000000216067,      1.0964793,AAVSO
 2452667.3799000000581145,      1.0964793,AAVSO
 2452669.3062999998219311,      1.0964793,AAVSO
 2452671.3166999998502433,      1.2022655,AAVSO
 2452674.2694000001065433,      1.2022655,AAVSO
 2452676.2902999999932945,      1.2022655,AAVSO
 2452680.3138999999500811,      1.0964793,AAVSO
 2452685.2938000001013279,      0.6918312,AAVSO
 2452687.2847000001929700,      0.5248078,AAVSO
 2452688.2861000001430511,      0.8317639,AAVSO
 2452689.2826000000350177,      0.8317639,AAVSO
 2452690.3125000000000000,      1.0000000,AAVSO
 2452691.3020999999716878,      1.0964793,AAVSO
 2452692.3125000000000000,      1.0964793,AAVSO
 2452693.3188000000081956,      1.0964793,AAVSO
 2452695.2847000001929700,      1.0964793,AAVSO
 2452696.3117999997921288,      1.0964793,AAVSO
 2452701.2999999998137355,      1.0964793,AAVSO
 2452705.3097000000998378,      1.0964793,AAVSO
 2452830.9170699999667704,      0.9532347,ASAS
 2452833.9221299998462200,      0.8441122,ASAS
 2452836.9026600001379848,      1.0083240,ASAS
 2452843.8792599998414516,      0.9069849,ASAS
 2452856.8533200002275407,      1.0924453,ASAS
 2452859.8235200000926852,      1.0337131,ASAS
 2452861.8246399997733533,      1.0318115,ASAS
 2452872.8258500001393259,      1.0904355,ASAS
 2452873.4410000001080334,      1.0000000,AAVSO
 2452875.5499999998137355,      1.0000000,AAVSO
 2452875.8345300001092255,      1.0214099,ASAS
 2452877.4542000000365078,      1.0000000,AAVSO
 2452877.8063699998892844,      0.9908315,ASAS
 2452878.4361000000499189,      1.0000000,AAVSO
 2452879.3700999999418855,      1.0000000,AAVSO
 2452880.7862499998882413,      0.7105582,ASAS
 2452883.8233099998906255,      0.8332977,ASAS
 2452885.4229000001214445,      0.9120119,AAVSO
 2452885.7651900001801550,      0.9594004,ASAS
 2452886.4257000000216067,      0.9120119,AAVSO
 2452886.7768299998715520,      0.9229962,ASAS
 2452887.4375000000000000,      0.9120119,AAVSO
 2452888.7669199998490512,      1.0148458,ASAS
 2452890.4229000001214445,      0.9120119,AAVSO
 2452892.7789599997922778,      0.8511377,ASAS
 2452896.4027999998070300,      1.0000000,AAVSO
 2452897.4048999999649823,      1.0000000,AAVSO
 2452897.7704400001093745,      1.0280164,ASAS
 2452898.4013999998569489,      1.0000000,AAVSO
 2452899.3964999997988343,      1.0000000,AAVSO
 2452899.7564799999818206,      0.9162202,ASAS
 2452900.4048999999649823,      1.0000000,AAVSO
 2452901.3867999999783933,      1.0000000,AAVSO
 2452902.3985999999567866,      1.0000000,AAVSO
 2452902.6472999998368323,      1.0964793,AAVSO
 2452903.3972000000067055,      0.9120119,AAVSO
 2452903.5162999997846782,      1.0964793,AAVSO
 2452903.6531000002287328,      1.0964793,AAVSO
 2452904.3950999998487532,      0.9120119,AAVSO
 2452905.7168899998068810,      1.0000000,ASAS
 2452906.4264000002294779,      1.0964793,AAVSO
 2452906.6299000000581145,      1.0000000,AAVSO
 2452907.3549000001512468,      1.0000000,AAVSO
 2452907.4769999999552965,      1.2022655,AAVSO
 2452907.6600000001490116,      1.0000000,AAVSO
 2452908.3923999997787178,      1.0000000,AAVSO
 2452908.5691999997943640,      1.0964793,AAVSO
 2452908.7113199997693300,      1.0442387,ASAS
 2452909.4514999999664724,      1.0964793,AAVSO
 2452910.7504599997773767,      1.0423176,ASAS
 2452911.6527999998070300,      1.0000000,AAVSO
 2452912.3750000000000000,      1.0000000,AAVSO
 2452913.3596999999135733,      1.0000000,AAVSO
 2452915.4078000001609325,      1.0964793,AAVSO
 2452915.7070399997755885,      0.9664957,ASAS
 2452917.6872800001874566,      0.9926587,ASAS
 2452918.3500000000931323,      1.0000000,AAVSO
 2452920.6417000000365078,      1.0000000,AAVSO
 2452922.3867999999783933,      1.0000000,AAVSO
 2452924.7264899997971952,      1.0734946,ASAS
 2452927.3576000002212822,      1.0000000,AAVSO
 2452927.6803100001998246,      0.9656057,ASAS
 2452928.3750000000000000,      1.0000000,AAVSO
 2452929.3659999999217689,      0.6918312,AAVSO
 2452929.6863199998624623,      0.5185611,ASAS
 2452930.3514000000432134,      0.7585786,AAVSO
 2452931.3700999999418855,      1.0000000,AAVSO
 2452931.4062999999150634,      1.0964793,AAVSO
 2452931.6931099998764694,      1.0092533,ASAS
 2452932.3832999998703599,      1.0000000,AAVSO
 2452933.6479000002145767,      1.0000000,AAVSO
 2452933.6824400001205504,      1.0403992,ASAS
 2452934.4319000001996756,      1.0000000,AAVSO
 2452935.6773000000976026,      1.0577906,ASAS
 2452936.3486000001430511,      1.2022655,AAVSO
 2452937.3582999999634922,      1.2022655,AAVSO
 2452937.6949399998411536,      0.9899202,ASAS
 2452939.3569000000134110,      1.2022655,AAVSO
 2452940.3457999997772276,      1.2022655,AAVSO
 2452941.4103999999351799,      1.2022655,AAVSO
 2452942.6413400000892580,      0.8838940,ASAS
 2452943.4777999999932945,      1.0964793,AAVSO
 2452944.2902999999932945,      1.2022655,AAVSO
 2452945.3075999999418855,      1.0000000,AAVSO
 2452945.6608099997974932,      1.0018440,ASAS
 2452947.4479000000283122,      1.0964793,AAVSO
 2452947.6469600000418723,      1.0784492,ASAS
 2452947.6563800000585616,      1.0195298,ASAS
 2452949.2549000000581145,      1.0000000,AAVSO
 2452952.5117999999783933,      1.0964793,AAVSO
 2452954.6190999997779727,      1.0148458,ASAS
 2452956.4707999997772276,      1.2022655,AAVSO
